english_sentence,isl_gloss
Seasaw Most of you have played on the seasaw.,MOST SEASAW PLAY PAST
"Since there is a difference in the weight of the persons sitting on it, the heavier person lifts the lighter person.",PERSON LIFT DIFFERENCE WEIGHT PERSONS SIT HEAVIER LIGHTER PRESENT
When the heavier person comes closer to the pivot point (fulcrum) the distance of the line of action of the force decreases.,DISTANCE FORCE DECREASE HEAVIER PERSON COME CLOSER PIVOT POINT FULCRUM LINE ACTION PRESENT
It causes less amount of torque to act on it.,IT CAUSE LESS AMOUNT TORQUE ACT PRESENT
This enables the lighter person to lift the heavier person. 3.,THIS PERSON ENABLE LIGHTER LIFT HEAVIER PRESENT
"Steering Wheel A small steering wheel enables you to manoeuore a car easily by transferring a torque to the wheels with less effort. 1.4.8 Principle of Moments When a number of like or unlike parallel forces act on a rigid body and the body is in equilibrium, then the algebraic sum of the moments in the clockwise direction is equal to the algebraic sum of the moments in the anticlockwise direction.",BODY DIRECTION ENABLE STEER WHEEL SMALL MANOEUORE CAR EASILY TRANSFER TORQUE LESS EFFORT PRINCIPLE MOMENTS NUMBER PARALLEL FORCE ACT RIGID EQUILIBRIUM THEN ALGEBRAIC SUM CLOCKWISE EQUAL ANTICLOCKWISE PRESENT
"In other words, at 10th_Science_Unit-1.indd 5 12/3/2022 2:48:47 PM 6 10th Standard Science equilibrium, the algebraic sum of the moments of all the individual forces about any point is equal to zero. clockwise moment anticlockwise moment F1 d1 d2 F2 Figure 1.5 Principle of moments P In the illustration given in figure 1.5, the force F1 produces an anticlockwise rotation at a distance d1 from the point of pivot P (called fulcrum) and the force F2 produces a clockwise rotation at a distance d2 from the point of pivot P.",F2 PIVOT PRODUCE OTHER WORD PM STANDARD SCIENCE EQUILIBRIUM ALGEBRAIC SUM MOMENTS INDIVIDUAL FORCE POINT EQUAL ZERO CLOCKWISE MOMENT ANTICLOCKWISE FIGURE PRINCIPLE P ILLUSTRATION GIVE ROTATION DISTANCE CALL FULCRUM PAST PRESENT
"The principle of moments can be written as follows: Moment in clockwise direction = Moment in anticlockwise direction F1 × d1 = F2 × d2 . . . . . . . . (1.4) 1.5 NEWTON’S SECOND LAW OF MOTION According to this law, “the force acting on a body is directly proportional to the rate of change of linear momentum of the body and the change in momentum takes place in the direction of the force”.",CHANGE FORCE WRITE PRINCIPLE MOMENTS FOLLOW MOMENT CLOCKWISE DIRECTION ANTICLOCKWISE NEWTON SECOND LAW MOTION ACCORD ACT BODY DIRECTLY PROPORTIONAL RATE LINEAR MOMENTUM TAKE PLACE PAST PRESENT
This law helps us to measure the amount of force.,LAW FORCE HELP MEASURE AMOUNT PRESENT
"So, it is also called as ‘law of force’.",IT FORCE CALL ALSO LAW PAST
"Let, ‘m’ be the mass of a moving body, moving along a straight line with an initial speed ‘u’ After a time interval of ‘t’, the velocity of the body changes to ‘v’ due to the impact of an unbalanced external force F.",VELOCITY FORCE CHANGE LET M MASS MOVE BODY STRAIGHT LINE INITIAL SPEED U TIME INTERVAL T V IMPACT UNBALANCE EXTERNAL PRESENT
"Initial momentum of the body Pi = mu Final momentum of the body Pf = mv Change in momentum Δp = Pf –Pi = mv – mu By Newton’s second law of motion, Force, F ∝ rate of change of momentum F ∝ change in momentum / time F ∝ mv – mu t F = km(v – u) t Here, k is the proportionality constant. k = 1 in all systems of units.",INITIAL MOMENTUM BODY PI MU FINAL PF MV CHANGE ΔP NEWTON SECOND LAW MOTION FORCE F RATE TIME T U HERE K PROPORTIONALITY CONSTANT SYSTEMS UNITS
"Hence, F = m(v – u) (1.5) t Since, acceleration = change in velocity/ time, a=(v-u)/t.",HENCE F U T ACCELERATION CHANGE TIME
"Hence, we have F = m × a (1.6) Force = mass × acceleration No external force is required to maintain the motion of a body moving with uniform velocity.",FORCE VELOCITY REQUIRE HENCE F M MASS ACCELERATION EXTERNAL MAINTAIN MOTION BODY MOVE UNIFORM PRESENT PAST NOT
"When the net force acting on a body is not equal to zero, then definitely the velocity of the body will change.",VELOCITY BODY CHANGE NET FORCE ACT EQUAL ZERO THEN DEFINITELY NOT
"Thus, change in momentum takes place in the direction of the force.",CHANGE FORCE TAKE THUS MOMENTUM PLACE DIRECTION PRESENT
The change may take place either in magnitude or in direction or in both.,CHANGE BOTH TAKE PLACE MAGNITUDE DIRECTION
Force is required to produce the acceleration of a body.,FORCE BODY REQUIRE PRODUCE ACCELERATION PAST
"In a uniform circular motion, even though the speed (magnitude of velocity) remains constant, the direction of the velocity changes at every point on the circular path.",SPEED PATH REMAIN UNIFORM CIRCULAR MOTION EVEN MAGNITUDE VELOCITY CONSTANT DIRECTION CHANGE POINT PRESENT
"So, the acceleration is produced along the radius called as centripetal acceleration.",ACCELERATION PRODUCE RADIUS CALL CENTRIPETAL PAST
"The force, which produces this acceleration is called as centripetal force, about which you have learnt in class IX.",YOU IX CALL FORCE PRODUCE ACCELERATION CENTRIPETAL LEARN CLASS PRESENT PAST
Units of force: SI unit of force is newton (N) and in C.G.S system its unit is dyne.,UNITS FORCE SI UNIT NEWTON N SYSTEM DYNE
"Definition of 1 newton (N): The amount of force required for a body of mass 1 kg produces an acceleration of 1 m s –2, 1 N = 1 kgms –2 Definition of 1 dyne: The amount of force required for a body of mass 1 gram produces an acceleration of 1 cm s –2, 1 dyne = 1 gcms –2; also 1 N = 10 5 dyne. 10th_Science_Unit-1.indd 6 12/3/2022 2:48:47 PM 7 Laws of motion Unit force: The amount of force required to produce an acceleration of 1 ms –2 in a body of mass 1 kg is called ‘unit force’.",AMOUNT MASS PRODUCE DEFINITION NEWTON N FORCE REQUIRE BODY KG ACCELERATION M S KGMS DYNE GRAM CM GCMS ALSO PM LAWS MOTION UNIT MS CALL PAST PRESENT
"Gravitational unit of force: In the SI system of units, gravitational unit of force is kilogram force, represented by kg f.",GRAVITATIONAL UNIT FORCE SI SYSTEM UNITS KILOGRAM REPRESENT KG PAST
"In the CGS system its unit is gram force, represented by g f. 1 kgf = 1 kg × 9.8 ms -2 = 9.8 N; 1 gf = 1 g × 980 cms -2 = 980 dyne 1.6 Impulse A large force acting for a very short interval of time is called as ‘Impulsive force’.",FORCE CALL CGS SYSTEM UNIT GRAM REPRESENT G KGF KG MS N GF CMS DYNE IMPULSE LARGE ACT VERY SHORT INTERVAL TIME IMPULSIVE PAST
"When a force F acts on a body for a period of time t, then the product of force and time is known as ‘impulse’ represented by ‘J’ Impulse, J = F × t (1.7) By Newton’s second law F = Δp / t (Δ refers to change) Δp = F × t (1.8) From 1.7 and 1.8 J = Δp Impulse is also equal to the magnitude of change in momentum.",IMPULSE MOMENTUM KNOW FORCE F ACT BODY PERIOD TIME T THEN PRODUCT REPRESENT J NEWTON SECOND LAW ΔP Δ REFER CHANGE ALSO EQUAL MAGNITUDE PRESENT PAST
Its unit is kgms–1 or Ns.,UNIT NS
Change in momentum can be achieved in two ways.,CHANGE WAY ACHIEVE MOMENTUM TWO WAYS PAST
They are: i. a large force acting for a short period of time and ii. a smaller force acting for a longer period of time.,LARGE FORCE ACT SHORT PERIOD TIME II SMALLER LONGER
Examples: Automobiles are fitted with springs and shock absorbers to reduce jerks while moving on uneven roads.,AUTOMOBILE ROAD FIT EXAMPLES SPRING SHOCK ABSORBERS REDUCE JERK MOVE UNEVEN ROADS PAST
"In cricket, a fielder pulls back his hands while catching the ball.",FIELDER BALL PULL CRICKET BACK HAND CATCH PRESENT
"He experiences a smaller force for a longer interval of time to catch the ball, resulting in a lesser impulse on his hands.",HE HAND EXPERIENCE SMALLER FORCE LONGER INTERVAL TIME CATCH BALL RESULT LESSER IMPULSE PRESENT
"Figure 1.6 Example of impulsive force 1.7 NEWTON’S THIRD LAW OF MOTION Newton’s third law states that ‘for every action, there is an equal and opposite reaction.",FIGURE ACTION STATE EXAMPLE IMPULSIVE FORCE NEWTON THIRD LAW MOTION EQUAL OPPOSITE REACTION PRESENT
They always act on two different bodies’.,THEY BODY ACT ALWAYS TWO DIFFERENT HABITUAL PRESENT
"If a body A applies a force FA on a body B, then the body B reacts with force FB on the body A, which is equal to FA in magnitude, but opposite in direction.",BODY APPLY FORCE FA B THEN REACT FB EQUAL MAGNITUDE OPPOSITE DIRECTION PRESENT
FB = –FA Examples: When birds fly they push the air downwards with their wings (Action) and the air pushes the bird upwards (Reaction).,AIR BIRD PUSH FB FA EXAMPLES FLY DOWNWARDS WING ACTION UPWARDS REACTION PRESENT
"When a person swims he pushes the water using the hands backwards (Action), and the water pushes the swimmer in the forward direction (Reaction).",WATER DIRECTION SWIM PERSON PUSH USE HAND BACKWARDS ACTION SWIMMER FORWARD REACTION PRESENT
"When you fire a bullet, the gun recoils backward and the bullet is moving forward (Action) and the gun equalises this forward action by moving backward (Reaction). 1.8 PRINCIPLE OF CONSERVATION OF LINEAR MOMENTUM There is no change in the linear momentum of a system of bodies as long as no net external force acts on them. 10th_Science_Unit-1.indd 7 12/3/2022 2:48:48 PM 8 10th Standard Science filled with a fuel (either liquid or solid) in the propellant tank.",FORCE TANK BE FIRE BULLET GUN RECOIL BACKWARD MOVE FORWARD ACTION EQUALISE REACTION PRINCIPLE CONSERVATION LINEAR MOMENTUM CHANGE SYSTEM BODY AS LONG NET EXTERNAL ACT PM STANDARD SCIENCE FILL FUEL LIQUID SOLID PROPELLANT PRESENT PAST NOT
"When the rocket is fired, this fuel is burnt and a hot gas is ejected with a high speed from the nozzle of the rocket, producing a huge momentum.",GAS MOMENTUM BURN ROCKET FIRE FUEL HOT EJECT HIGH SPEED NOZZLE PRODUCE HUGE PAST
"To balance this momentum, an equal and opposite reaction force is produced in the combustion chamber, which makes the rocket project forward.",PROJECT CHAMBER PRODUCE BALANCE MOMENTUM EQUAL OPPOSITE REACTION FORCE COMBUSTION MAKE ROCKET FORWARD PAST PRESENT
"While in motion, the mass of the rocket gradually decreases, until the fuel is completely burnt out.",FUEL ROCKET DECREASE MOTION MASS GRADUALLY COMPLETELY BURN PRESENT PAST
"Since, there is no net external force acting on it, the linear momentum of the system is conserved.",MOMENTUM SYSTEM CONSERVE NET EXTERNAL FORCE ACT LINEAR PRESENT PAST NOT
"The mass of the rocket decreases with altitude, which results in the gradual increase in velocity of the rocket.",WHICH ROCKET DECREASE MASS ALTITUDE RESULT GRADUAL INCREASE VELOCITY PRESENT
"At one stage, it reaches a velocity, which is sufficient to just escape from the gravitational pull of the Earth.",WHICH EARTH REACH ONE STAGE VELOCITY SUFFICIENT JUST ESCAPE GRAVITATIONAL PULL PRESENT
This velocity is called escape velocity. (This topic will be discussed in detail in higher classes). 1.10 GRAVITATION 1.10.1 Newton’s universal law of gravitation This law states that every particle of matter in this universe attracts every other particle with a force.,PARTICLE FORCE STATE VELOCITY CALL ESCAPE TOPIC DISCUSS DETAIL HIGHER CLASS GRAVITATION NEWTON UNIVERSAL LAW MATTER UNIVERSE ATTRACT OTHER PAST PRESENT
This force is directly proportional to the product of their masses and inversely proportional to the square of the distance between the centers of these masses.,FORCE DIRECTLY PROPORTIONAL PRODUCT MASS INVERSELY SQUARE DISTANCE CENTER
The direction of the force acts along the line joining the masses.,DIRECTION MASSE ACT FORCE LINE JOIN MASS PRESENT
Force between the masses is always attractive and it does not depend on the medium where they are placed.,FORCE MASS ALWAYS ATTRACTIVE DEPEND MEDIUM PLACE HABITUAL PAST NOT
"Figure 1.8 Gravitational force between two masses 9 Laws of motion Let, m1 and m2 be the masses of two bodies A and B placed r metre apart in space Force F ∝ m1 × m2 F ∝ 1/ r2 On combining the above two expressions F ∝ m1 × m2 r 2 F = G m1 m2 r 2 . . . . . . . . . . . . . . . . . .(1.10) Where G is the universal gravitational constant.",FIGURE GRAVITATIONAL FORCE TWO MASS LAWS MOTION LET BODY B PLACE R METRE APART SPACE F COMBINE ABOVE EXPRESSIONS G UNIVERSAL CONSTANT PAST
"Its value in SI unit is 6.674 × 10 –11 Nm 2kg –2. 1.10.2 Acceleration due to gravity (g) When you throw any object upwards, its velocity ceases at a particular height and then it falls down due to the gravitational force of the Earth.",IT EARTH CEASE VALUE SI UNIT NM KG ACCELERATION GRAVITY G THROW OBJECT UPWARDS VELOCITY PARTICULAR HEIGHT THEN FALL GRAVITATIONAL FORCE PRESENT
The velocity of the object keeps changing as it falls down.,IT OBJECT KEEP VELOCITY CHANGE FALL PRESENT
This change in velocity must be due to the force acting on the object.,CHANGE VELOCITY DUE FORCE ACT OBJECT
The acceleration of the body is due to the Earth’s gravitational force.,ACCELERATION BODY DUE EARTH GRAVITATIONAL FORCE
"So, it is called as ‘acceleration due to the gravitational force of the Earth’ or ‘acceleration due to gravity of the Earth’.",IT EARTH CALL ACCELERATION GRAVITATIONAL FORCE GRAVITY PAST
It is represented as ‘g’.,IT G REPRESENT PAST
Its unit is ms –2 Mean value of the acceleration due to gravity is taken as 9.8 m s –2 on the surface of the Earth.,UNIT MS MEAN VALUE ACCELERATION GRAVITY TAKE M S SURFACE EARTH PAST
This means that the velocity of a body during the downward free fall motion varies by 9.8 ms –1 for every 1 second.,VELOCITY SECOND MEAN BODY DOWNWARD FREE FALL MOTION VARY MS PRESENT
"However, the value of ‘g’ is not the same at all points on the surface of the earth. 1.10.3 Relation between g and G When a body is at rests on the surface of the Earth, it is acted upon by the gravitational force of the Earth.",IT EARTH ACT HOWEVER VALUE G SAME POINT SURFACE RELATION BODY REST GRAVITATIONAL FORCE PAST NOT
Let us compute the magnitude of this force in two ways.,WE WAY LET COMPUTE MAGNITUDE FORCE TWO WAYS
"Let, M be the mass of the Earth and m be the mass of the body.",LET M MASS EARTH BODY
The entire mass of the Earth is assumed to be concentrated at its centre.,MASS CENTRE ASSUME ENTIRE EARTH CONCENTRATE PAST
The radius of the Earth is R = 6378 km (= 6400 km approximately).,RADIUS EARTH R KM APPROXIMATELY
"By Newton’s law of gravitation, the force acting on the body is given by F = G M m R 2 Figure 1.9 Relation between g and G Earth Object R F M m Here, the radius of the body considered is negligible when compared with the Earth’s radius.",NEWTON LAW GRAVITATION FORCE ACT BODY GIVE F G M R FIGURE RELATION EARTH OBJECT HERE RADIUS CONSIDER NEGLIGIBLE COMPARE PAST
"Now, the same force can be obtained from Newton’s second law of motion.",FORCE MOTION OBTAIN NOW SAME NEWTON SECOND LAW PRESENT PAST
"According to this law, the force acting on the body is given by the product of its mass and acceleration (called as weight).",FORCE WEIGHT GIVE ACCORD LAW ACT BODY PRODUCT MASS ACCELERATION CALL PAST
"Here, acceleration of the body is under the action of gravity hence a = g F = ma = mg F = weight = mg ------------------- (1.12) Comparing equations (1.7) and (1.8), we get mg = GMm R 2 ------------------------ (1.13) Acceleration due to gravity g = GM R 2 ------------------------------- (1.14) 1.10.4 Mass of the Earth (M) Rearranging the equation (1.14), the mass of the Earth is obtained as follows: Mass of the Earth M = g R 2/G Substituting the known values of g, R and G, you can calculate the mass of the Earth as M = 5.972 × 10 24 kg (1.11) 10th_Science_Unit-1.indd 9 12/3/2022 2:48:49 PM 10 10th Standard Science 1.10.5 Variation of acceleration due to gravity (g): Since, g depends on the geometric radius of the Earth, (g ∝ 1/R 2), its value changes from one place to another on the surface of the Earth.",G EARTH CALCULATE HERE ACCELERATION BODY ACTION GRAVITY HENCE F MA MG WEIGHT COMPARE EQUATIONS GET GMM R GM MASS M REARRANGE EQUATION OBTAIN FOLLOW SUBSTITUTE KNOW VALUE KG PM STANDARD SCIENCE VARIATION DEPEND GEOMETRIC RADIUS CHANGE ONE PLACE SURFACE PRESENT PAST
"Since, the geometric radius of the Earth is maximum in the equatorial region and minimum in the polar region, the value of g is maximum in the polar region and minimum at the equatorial region.",GEOMETRIC RADIUS EARTH MAXIMUM EQUATORIAL REGION MINIMUM POLAR VALUE G
"When you move to a higher altitude from the surface of the Earth, the value of g reduces.",VALUE G REDUCE MOVE HIGHER ALTITUDE SURFACE EARTH PRESENT
"In the same way, when you move deep below the surface of the Earth, the value of g reduces. (This topic will be discussed in detail in the higher classes).",TOPIC CLASS DISCUSS SAME WAY MOVE DEEP SURFACE EARTH VALUE G REDUCE DETAIL HIGHER PRESENT PAST
